Paper_ID,DOI,Role,Table_number,PDF_page,Table_types,Caption_excerpt,Caption_word_count,Source_status,Mean_or_std_signal,Best_second_best_signal
P107,10.1109/tcst.2021.3091315,B,VIII,14,UNCLASSIFIED,"COMPUT A TION TIME (S) FOR PAT H-T RACKING APPLICA TION CORRESPONDING TO P( f (W1, W2, u1, u2)< 0) ≈ 0.9",22,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P109,10.1109/taes.2025.3650551,B,I,7,MAIN_COMPARISON,Quantitative Tracking Performance Comparison,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P109,10.1109/taes.2025.3650551,B,II,8,MAIN_COMPARISON,Quantitative Tracking Performance Comparison,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P110,10.1109/tvt.2021.3129504,B,I,10,PARAMETERS; COMPLEXITY,SIMULA TIONPARAMETERS,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P111,10.1109/tits.2023.3336670,B,I,9,PARAMETERS; COMPLEXITY,SAFE ACTOR -CRITIC HYPERPARAMETERS,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P111,10.1109/tits.2023.3336670,B,II,10,MAIN_COMPARISON,SPEED AND ACCURACY COMPARISON OF SEVERAL POPULAR CNN,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P111,10.1109/tits.2023.3336670,B,III,11,UNCLASSIFIED,SUMMARY OF RESULTS FROM VISION NETWORK . OUR WEIGHT -PRUNED,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P111,10.1109/tits.2023.3336670,B,IV,11,MAIN_COMPARISON,THE SYSTEM EFFICIENCY COMPARISON UNDER DIFFERENT CAV RATIOS .,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P111,10.1109/tits.2023.3336670,B,V,12,UNCLASSIFIED,TOTAL NUMBER OF UNSAFE ACTIONS EXECUTED BY THE SAFE MARL,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P112,10.1109/tcyb.2020.3041269,B,I,9,UNCLASSIFIED,AVERAGE ROBOT -OBSTACLE DISTANCE ERROR AND,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P112,10.1109/tcyb.2020.3041269,B,III,10,UNCLASSIFIED,COVERAGE BETWEEN LEARNING THROIUGH THE,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P112,10.1109/tcyb.2020.3041269,B,IV,10,UNCLASSIFIED,COVERAGE BETWEEN LEARNING THROIUGH THE,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P112,10.1109/tcyb.2020.3041269,B,V,10,UNCLASSIFIED,. NA VIGA TION TIME AND TRA VELLED DISTANCES OF,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P113,10.1109/tase.2024.3524000,B,I,6,UNCLASSIFIED,SUCCESS RATES OF DIFFERENT METHODS IN THE CIRCLE SCENARIO,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P113,10.1109/tase.2024.3524000,B,II,6,UNCLASSIFIED,SUCCESS RATES OF DIFFERENT METHODS IN THE RANDOM SCENARIO,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P113,10.1109/tase.2024.3524000,B,III,6,ABLATION,THE OUTCOMES OF ABLATION EXPERIMENTS IN THE CIRCLE SCENARIO,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P113,10.1109/tase.2024.3524000,B,IV,7,ABLATION,THE OUTCOMES OF ABLATION EXPERIMENTS IN THE RANDOM SCENARIO,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P114,10.1109/tits.2023.3286898,B,I,12,MAIN_COMPARISON,"COMPARISON OF COMPUTATION TIME BETWEEN THE PROPOSED METHOD , C ENTRALIZED I LQR, IPOPT, AND SQP FOR SCENARIOS 1 AND 2",21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P114,10.1109/tits.2023.3286898,B,II,12,MAIN_COMPARISON,"COMPARISON OF FINAL COST BETWEEN THE PROPOSED METHOD , C ENTRALIZED I LQR, IPOPT, AND SQP FOR SCENARIOS 1 AND 2",21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P114,10.1109/tits.2023.3286898,B,III,12,UNCLASSIFIED,"MINIMAL DISTANCE BETWEEN VEHICLES , I TERATION NUMBER , AND",10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P117,10.1109/tase.2025.3603024,B,I,12,UNCLASSIFIED,"COVERAGE RATE FOR 15, 30 V EHICLES IN THE CC T ASK",12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P117,10.1109/tase.2025.3603024,B,II,13,PARAMETERS; COMPLEXITY,HYPERPARAMETERS USED IN MAPPO LYN,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P117,10.1109/tase.2025.3603024,B,III,14,UNCLASSIFIED,TRAINING EFFICIENCY METRICS UNDER DIFFERENT β OF LYAPUNOV -I NFORMED REWARD IN PP T ASK,15,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P117,10.1109/tase.2025.3603024,B,IV,14,UNCLASSIFIED,TRAINING EFFICIENCY METRICS UNDER DIFFERENT β OF LYAPUNOV -I NFORMED REWARD IN RE T ASK,15,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P117,10.1109/tase.2025.3603024,B,IX,15,MAIN_COMPARISON; ROBUSTNESS,PERFORMANCE UNDER 30% R ANDOM ACTION NOISE AND 0.1 S DELAY.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P117,10.1109/tase.2025.3603024,B,V,14,UNCLASSIFIED,TRAINING EFFICIENCY METRICS UNDER DIFFERENT β OF LYAPUNOV -I NFORMED REWARD IN CA T ASK,15,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P117,10.1109/tase.2025.3603024,B,VI,14,UNCLASSIFIED,TIME FOR PER TRAINING AND EXECUTION STEP OF MAPPO AND MAPPO LYN W ITH DIFFERENT AGENT NUMBERS,17,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P117,10.1109/tase.2025.3603024,B,VII,14,UNCLASSIFIED,MEMORY USAGE (GB) U NDER DIFFERENT NUMBERS,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P117,10.1109/tase.2025.3603024,B,VIII,15,MAIN_COMPARISON,PERFORMANCE COMPARISON BETWEEN MAPPO AND MAPPO LYN,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P118,10.1109/tim.2024.3421433,B,I,8,PARAMETERS; COMPLEXITY,KEY PARAMETERS OF SIMULATION,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P119,10.1109/tmech.2023.3328168,B,I,9,UNCLASSIFIED,MEAN AND STANDARD DEVIATION OF THE ERROR BETWEEN THE TRUE,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,True,False
P119,10.1109/tmech.2023.3328168,B,II,9,UNCLASSIFIED,"TIME TO LAND (TTL), FINAL IN -PLANE POSITION ERROR ∥e⊥",10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P120,10.1109/tim.2022.3151934,B,I,7,UNCLASSIFIED,P,1,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P120,10.1109/tim.2022.3151934,B,II,8,MAIN_COMPARISON,PERFORMANCE INDICES WITH SIMULA TED DATA I N SCENARIO 2,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P120,10.1109/tim.2022.3151934,B,III,8,UNCLASSIFIED,P,1,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P120,10.1109/tim.2022.3151934,B,IV,9,UNCLASSIFIED,P,1,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P120,10.1109/tim.2022.3151934,B,V,10,UNCLASSIFIED,P,1,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P120,10.1109/tim.2022.3151934,B,VI,10,UNCLASSIFIED,P,1,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
